direction,model,linf_mean,l2_mean,nmod_mean,valid_flow_rate,constraint_violation_rate,fpr,balanced_acc
CIC->UNSW,fewshot,0.6111103143059686,0.6226584114058471,2.64961375892727,1.0,0.0,0.3278648648648649,0.8171405403020597
CIC->UNSW,fewshot_adv,22.496568160250522,25.23784624336982,4.372929116260992,1.0,0.0,0.35045945945945944,0.8080381605023359
UNSW->CIC,fewshot,4781116058320648.0,4781116058320648.0,5.209310873774845,0.7879662162023414,0.21203378379765858,0.014898550438032709,0.9465007266004226
UNSW->CIC,fewshot_adv,226358786926671.12,226358786926671.28,5.35695584409184,0.8111191653028159,0.18888083469718409,0.013736725532461882,0.9451954874090417
