duration,fwd_pkts,bwd_pkts,fwd_bytes,bwd_bytes,fwd_mean,bwd_mean,src_load,dst_load,pred,prob_attack,ground_truth
366340000.0,40.0,31.0,7926.0,2847.0,198.1500000000001,91.83870967741936,21.63563902385762,0.08462084402467654,0,0.078116044,0
209000.0,1.0,1.0,90.0,90.0,90.0,90.0,430.622009569378,4.784688995215311,0,0.05795006,0
0.0,1.0,1.0,90.0,90.0,90.0,90.0,0.0,0.0,0,0.33706087,0
1000.0,1.0,1.0,90.0,90.0,90.0,90.0,90000.0,1000.0,0,0.063999005,0
0.0,1.0,1.0,90.0,90.0,90.0,90.0,0.0,0.0,0,0.33706087,0
145983000.0,18.0,12.0,1475.0,4218.0,81.94444444444444,351.50000000000006,10.103916209421644,0.0822013522122439,0,0.055808827,0
172397000.0,18.0,12.0,1473.0,4218.0,81.83333333333333,351.50000000000006,8.54423220821708,0.06960677970034282,0,0.081319205,0
154598000.0,18.0,12.0,1474.0,4218.0,81.8888888888889,351.50000000000006,9.534405361000788,0.0776206677964786,0,0.081319205,0
153580000.0,18.0,12.0,1476.0,4218.0,81.99999999999999,351.50000000000006,9.610626383643703,0.07813517385076181,0,0.081319205,0
143626000.0,18.0,12.0,1475.0,4218.0,81.94444444444444,351.50000000000006,10.26972832217008,0.08355033211257014,0,0.055808827,0
177706000.0,18.0,12.0,1475.0,4218.0,81.94444444444444,351.50000000000006,8.300226216334845,0.06752726413289366,0,0.081319205,0
141614000.0,18.0,12.0,1472.0,4218.0,81.77777777777776,351.50000000000006,10.39445252588021,0.08473738472184954,0,0.055808827,0
138937000.0,18.0,12.0,1474.0,4218.0,81.88888888888889,351.50000000000006,10.609124999100311,0.08637008140380172,0,0.055808827,0
148564000.0,18.0,12.0,1469.0,4218.0,81.61111111111111,351.50000000000006,9.887994399719986,0.08077326943270241,0,0.055808827,0
177797000.0,18.0,12.0,1474.0,4218.0,81.88888888888889,351.50000000000006,8.290353605516403,0.06749270235155824,0,0.081319205,0
153513000.0,18.0,12.0,1475.0,4218.0,81.94444444444444,351.50000000000006,9.608306788350172,0.07816927556623869,0,0.081319205,0
152510000.0,18.0,12.0,1475.0,4218.0,81.94444444444444,351.50000000000006,9.671496951019606,0.07868336502524426,0,0.081319205,0
0.0,1.0,1.0,90.0,90.0,90.0,90.0,0.0,0.0,0,0.33706087,0
148495000.0,18.0,12.0,1474.0,4218.0,81.88888888888889,351.50000000000006,9.926260143439173,0.0808108017104953,0,0.055808827,0
163497000.0,18.0,12.0,1474.0,4218.0,81.88888888888889,351.50000000000006,9.015455941087604,0.07339584212554358,0,0.081319205,0
149548000.0,18.0,12.0,1475.0,4218.0,81.94444444444444,351.50000000000006,9.863054002728221,0.08024179527643298,0,0.081319205,0
148546000.0,18.0,12.0,1474.0,4218.0,81.8888888888889,351.50000000000006,9.92285218046935,0.08078305710015753,0,0.055808827,0
152700000.0,18.0,12.0,1472.0,4218.0,81.77777777777777,351.50000000000006,9.639816633922726,0.07858546168958744,0,0.081319205,0
161651000.0,18.0,12.0,1474.0,4218.0,81.8888888888889,351.50000000000006,9.118409412870937,0.07423399793382039,0,0.081319205,0
1000.0,5.0,5.0,490.0,572.0,98.0,114.4,490000.0,5000.0,0,0.020619018,0
0.0,5.0,5.0,535.0,600.0,107.0,120.0,0.0,0.0,0,0.049289737,0
1000.0,5.0,5.0,535.0,600.0,107.0,120.0,535000.0,5000.0,0,0.037653122,0
1000.0,5.0,5.0,535.0,600.0,107.0,120.0,535000.0,5000.0,0,0.037653122,0
1000.0,5.0,5.0,535.0,600.0,107.0,120.0,535000.0,5000.0,0,0.037653122,0
0.0,5.0,5.0,585.0,591.0,117.0,118.2,0.0,0.0,0,0.053866,0
131351000.0,18.0,12.0,1472.0,4218.0,81.77777777777777,351.50000000000006,11.20661433868033,0.09135826906532878,0,0.049276266,0
153072000.0,18.0,12.0,1476.0,4218.0,82.0,351.50000000000006,9.642521166509878,0.07839448102853559,0,0.081319205,1
135185000.0,18.0,12.0,1477.0,4218.0,82.05555555555556,351.50000000000006,10.92576839146355,0.08876724488663683,0,0.049276266,1
151062000.0,18.0,12.0,1475.0,4218.0,81.94444444444444,351.50000000000006,9.764202777667448,0.07943758192000634,0,0.081319205,1
159760000.0,18.0,12.0,1476.0,4218.0,81.99999999999999,351.50000000000006,9.238858287431148,0.07511266900350526,0,0.081319205,1
154202000.0,18.0,12.0,1473.0,4218.0,81.83333333333334,351.50000000000006,9.552405286572158,0.07782000233460007,0,0.081319205,1
157747000.0,18.0,12.0,1472.0,4218.0,81.77777777777779,351.50000000000006,9.331397744489593,0.07607117726486082,0,0.081319205,1
159577000.0,18.0,12.0,1474.0,4218.0,81.88888888888889,351.50000000000006,9.236920107534294,0.07519880684559806,0,0.081319205,1
155732000.0,18.0,12.0,1473.0,4218.0,81.83333333333333,351.50000000000006,9.458557008193564,0.07705545424190276,0,0.081319205,1
145028000.0,18.0,12.0,1474.0,4218.0,81.88888888888889,351.50000000000006,10.163554623934688,0.08274264280001103,0,0.055808827,1
0.0,1.0,1.0,90.0,90.0,90.0,90.0,0.0,0.0,0,0.33706087,1
144083000.0,18.0,12.0,1474.0,4218.0,81.8888888888889,351.50000000000006,10.230214529125574,0.08328532859532353,0,0.055808827,1
148008000.0,18.0,12.0,1474.0,4218.0,81.88888888888889,351.50000000000006,9.95892113939787,0.08107669855683476,0,0.055808827,1
131035000.0,18.0,12.0,1476.0,4218.0,82.0,351.50000000000006,11.264166062502385,0.09157858587400314,0,0.049276266,1
157702000.0,18.0,12.0,1475.0,4218.0,81.94444444444444,351.50000000000006,9.353083664126009,0.07609288404712686,0,0.081319205,1
218608000.0,3.0,0.0,414.0,0.0,138.0,0.0,1.8938007758179023,0.0,0,0.03140819,1
132071000.0,18.0,12.0,1476.0,4218.0,81.99999999999999,351.50000000000006,11.1758069523211,0.09086021912456178,0,0.049276266,1
128043000.0,18.0,12.0,1477.0,4218.0,82.05555555555556,351.50000000000006,11.535187397983488,0.09371851643588482,0,0.049276266,1
132727000.0,18.0,12.0,1475.0,4218.0,81.94444444444444,351.50000000000006,11.113036533636713,0.09041114468043428,0,0.049276266,1
129053000.0,18.0,12.0,1475.0,4218.0,81.94444444444444,351.50000000000006,11.429412721904955,0.09298505265278606,0,0.049276266,1
142663000.0,18.0,12.0,1474.0,4218.0,81.8888888888889,351.50000000000006,10.332041244050664,0.08411431134912345,0,0.055808827,1
150097000.0,18.0,12.0,1474.0,4218.0,81.8888888888889,351.50000000000006,9.820316195526892,0.07994830009926913,0,0.081319205,1
140643000.0,18.0,12.0,1475.0,4218.0,81.94444444444444,351.50000000000006,10.487546482939072,0.08532241206458907,0,0.055808827,1
145629000.0,18.0,12.0,1474.0,4218.0,81.88888888888889,351.50000000000006,10.121610393534256,0.08240117009661538,0,0.055808827,1
132276000.0,18.0,12.0,1476.0,4218.0,81.99999999999999,351.50000000000006,11.158486800326589,0.09071940488070397,0,0.049276266,1
140893000.0,18.0,12.0,1475.0,4218.0,81.94444444444444,351.50000000000006,10.468937420595772,0.08517101630315203,0,0.055808827,1
142602000.0,18.0,12.0,1473.0,4218.0,81.83333333333334,351.50000000000006,10.329448394833172,0.08415029242226617,0,0.055808827,1
138883000.0,18.0,12.0,1475.0,4218.0,81.94444444444444,351.50000000000006,10.62045030709302,0.08640366351533305,0,0.055808827,1
1000.0,1.0,1.0,90.0,90.0,90.0,90.0,90000.0,1000.0,0,0.063999005,1
137870000.0,18.0,12.0,1476.0,4218.0,81.99999999999999,351.50000000000006,10.70573728875027,0.08703851454268513,0,0.049276266,1
139587000.0,18.0,12.0,1474.0,4218.0,81.88888888888889,351.50000000000006,10.55972261027173,0.08596789099271422,0,0.055808827,1
138576000.0,18.0,12.0,1472.0,4218.0,81.77777777777777,351.50000000000006,10.622329984990186,0.08659508139937652,0,0.055808827,1
141723000.0,18.0,12.0,1476.0,4218.0,81.99999999999999,351.50000000000006,10.41468216168159,0.08467221269659829,0,0.055808827,1
133853000.0,18.0,12.0,1474.0,4218.0,81.8888888888889,351.50000000000006,11.012080416576392,0.08965058683779967,0,0.049276266,1
136673000.0,18.0,12.0,1473.0,4218.0,81.83333333333333,351.50000000000006,10.777549333079687,0.08780080923079174,0,0.049276266,1
138996000.0,18.0,12.0,1475.0,4218.0,81.94444444444444,351.50000000000006,10.611816167371723,0.086333419666753,0,0.055808827,1
134663000.0,18.0,12.0,1475.0,4218.0,81.94444444444444,351.50000000000006,10.953268529588676,0.08911133718987398,0,0.049276266,1
133654000.0,18.0,12.0,1474.0,4218.0,81.88888888888889,351.50000000000006,11.028476513983868,0.08978406931330152,0,0.049276266,1
135975000.0,18.0,12.0,1474.0,4218.0,81.88888888888889,351.50000000000006,10.840227983085127,0.0882515168229454,0,0.049276266,1
131638000.0,18.0,12.0,1475.0,4218.0,81.94444444444444,351.50000000000006,11.204971208921435,0.09115908780139473,0,0.049276266,1
133968000.0,18.0,12.0,1471.0,4218.0,81.72222222222221,351.50000000000006,10.980234085751823,0.0895736295234683,0,0.049276266,1
