src_ip,dst_ip,src_port,dst_port,protocol,bidirectional_packets,bidirectional_first_seen_ms,ground_truth,predicted,gt_bin,pred_bin
10.3.1.214,10.3.2.38,35458,80,6,19,1787884417239,SSH-Bruteforce,DoS attacks-Slowloris,1,1
10.3.1.214,10.3.2.38,35472,80,6,19,1787884417239,SSH-Bruteforce,DoS attacks-Slowloris,1,1
10.3.1.214,10.3.2.38,35484,80,6,19,1787884417239,SSH-Bruteforce,DoS attacks-Slowloris,1,1
10.3.1.214,10.3.2.38,35490,80,6,19,1787884417239,SSH-Bruteforce,Benign,1,0
10.3.1.214,10.3.2.38,35496,80,6,19,1787884417239,SSH-Bruteforce,DoS attacks-Slowloris,1,1
10.3.1.214,10.3.2.38,35498,80,6,19,1787884417239,SSH-Bruteforce,DoS attacks-Slowloris,1,1
10.3.1.214,10.3.2.38,35504,80,6,19,1787884417239,SSH-Bruteforce,DoS attacks-Slowloris,1,1
10.3.1.214,10.3.2.38,35516,80,6,19,1787884417240,SSH-Bruteforce,DoS attacks-Slowloris,1,1
10.3.1.214,10.3.2.38,35518,80,6,19,1787884417240,SSH-Bruteforce,Benign,1,0
10.3.1.214,10.3.2.38,35534,80,6,19,1787884417240,SSH-Bruteforce,DoS attacks-Slowloris,1,1
10.3.1.214,10.3.2.38,35540,80,6,19,1787884417240,SSH-Bruteforce,DoS attacks-Slowloris,1,1
10.3.1.214,10.3.2.38,35550,80,6,19,1787884417240,SSH-Bruteforce,Benign,1,0
10.3.1.214,10.3.2.38,35558,80,6,19,1787884417240,SSH-Bruteforce,DoS attacks-Slowloris,1,1
10.3.1.214,10.3.2.38,35564,80,6,19,1787884417240,SSH-Bruteforce,DoS attacks-Slowloris,1,1
10.3.1.214,10.3.2.38,35570,80,6,19,1787884417241,SSH-Bruteforce,Benign,1,0
10.3.1.214,10.3.2.38,35580,80,6,19,1787884417241,SSH-Bruteforce,Benign,1,0
10.3.1.214,10.3.2.38,35584,80,6,19,1787884417241,SSH-Bruteforce,Benign,1,0
10.3.1.214,10.3.2.38,35598,80,6,19,1787884417241,SSH-Bruteforce,Benign,1,0
10.3.1.214,10.3.2.38,35606,80,6,19,1787884417241,SSH-Bruteforce,Benign,1,0
10.3.1.214,10.3.2.38,35614,80,6,19,1787884417241,SSH-Bruteforce,Benign,1,0
10.3.1.214,10.3.2.38,35624,80,6,19,1787884417242,SSH-Bruteforce,DoS attacks-Slowloris,1,1
10.3.2.38,169.254.169.254,56916,80,6,10,1787884419554,Benign,Benign,0,0
