src_ip,dst_ip,src_port,dst_port,protocol,bidirectional_packets,bidirectional_first_seen_ms,ground_truth,predicted,gt_bin,pred_bin
10.3.1.214,10.3.2.38,49474,80,6,11,1787885149961,Benign,Benign,0,0
10.3.1.214,10.3.2.38,49480,80,6,10,1787885150987,Benign,Benign,0,0
10.3.1.214,10.3.2.38,49488,80,6,11,1787885152011,Benign,Benign,0,0
10.3.1.214,10.3.2.38,49494,80,6,10,1787885153040,Benign,Benign,0,0
10.3.1.214,10.3.2.38,49496,80,6,11,1787885154071,Benign,Benign,0,0
10.3.1.214,10.3.2.38,49500,80,6,11,1787885155101,Benign,Benign,0,0
10.3.1.214,10.3.2.38,49514,80,6,11,1787885156119,Benign,Benign,0,0
10.3.1.214,10.3.2.38,49526,80,6,11,1787885157146,Benign,Benign,0,0
10.3.1.214,10.3.2.38,49538,80,6,10,1787885158176,Benign,Benign,0,0
10.3.1.214,10.3.2.38,49548,80,6,11,1787885159208,Benign,Benign,0,0
10.3.1.214,10.3.2.38,59962,80,6,11,1787885160249,Benign,Benign,0,0
10.3.1.214,10.3.2.38,59970,80,6,11,1787885161277,Benign,Benign,0,0
10.3.1.214,10.3.2.38,59976,80,6,11,1787885162301,Benign,Benign,0,0
10.3.1.214,10.3.2.38,59988,80,6,11,1787885163325,Benign,Benign,0,0
10.3.1.214,10.3.2.38,59994,80,6,10,1787885164360,Benign,Benign,0,0
10.3.1.214,10.3.2.38,59996,80,6,10,1787885165387,Benign,Benign,0,0
10.3.1.214,10.3.2.38,60002,80,6,10,1787885166421,Benign,Benign,0,0
10.3.1.214,10.3.2.38,60012,80,6,10,1787885167446,Benign,Benign,0,0
10.3.1.214,10.3.2.38,60024,80,6,11,1787885168478,Benign,Benign,0,0
10.3.1.214,10.3.2.38,60038,80,6,11,1787885169497,Benign,Benign,0,0
10.3.1.214,10.3.2.38,51752,80,6,11,1787885170525,Benign,Benign,0,0
10.3.1.214,10.3.2.38,51758,80,6,11,1787885171549,Benign,Benign,0,0
10.3.1.214,10.3.2.38,51766,80,6,11,1787885172583,Benign,Benign,0,0
10.3.1.214,10.3.2.38,51768,80,6,11,1787885173611,Benign,Benign,0,0
10.3.2.38,169.254.169.254,49996,80,6,10,1787885174585,Benign,Benign,0,0
10.3.2.38,169.254.169.254,50008,80,6,10,1787885174586,Benign,Benign,0,0
10.3.2.38,169.254.169.254,50018,80,6,10,1787885174588,Benign,Benign,0,0
10.3.2.38,169.254.169.254,50032,80,6,10,1787885174592,Benign,Benign,0,0
10.3.2.38,169.254.169.254,50042,80,6,10,1787885174595,Benign,Benign,0,0
10.3.2.38,169.254.169.254,50052,80,6,10,1787885174598,Benign,Benign,0,0
10.3.1.214,10.3.2.38,51770,80,6,11,1787885174637,Benign,Benign,0,0
10.3.1.214,10.3.2.38,37802,22,6,24,1787885175673,SSH-Bruteforce,DoS attacks-Slowloris,1,1
10.3.1.214,10.3.2.38,37818,22,6,34,1787885176016,SSH-Bruteforce,DoS attacks-Slowloris,1,1
10.3.1.214,10.3.2.38,37832,22,6,34,1787885176017,SSH-Bruteforce,DoS attacks-Slowloris,1,1
10.3.1.214,10.3.2.38,37820,22,6,34,1787885176020,SSH-Bruteforce,DoS attacks-Slowloris,1,1
10.3.1.214,10.3.2.38,37844,22,6,34,1787885176023,SSH-Bruteforce,DoS attacks-Slowloris,1,1
10.3.1.214,10.3.2.38,52652,80,6,20,1787885187189,SSH-Bruteforce,Benign,1,0
10.3.1.214,10.3.2.38,52664,80,6,19,1787885187198,SSH-Bruteforce,Benign,1,0
10.3.1.214,10.3.2.38,52668,80,6,19,1787885187206,SSH-Bruteforce,Benign,1,0
10.3.1.214,10.3.2.38,52670,80,6,19,1787885187213,SSH-Bruteforce,Benign,1,0
10.3.1.214,10.3.2.38,52674,80,6,19,1787885187222,SSH-Bruteforce,Benign,1,0
10.3.1.214,10.3.2.38,52690,80,6,19,1787885187235,SSH-Bruteforce,Benign,1,0
10.3.1.214,10.3.2.38,52696,80,6,20,1787885187242,SSH-Bruteforce,Benign,1,0
10.3.1.214,10.3.2.38,52704,80,6,19,1787885187254,SSH-Bruteforce,Benign,1,0
10.3.1.214,10.3.2.38,52720,80,6,20,1787885187265,SSH-Bruteforce,Benign,1,0
10.3.1.214,10.3.2.38,52726,80,6,20,1787885187270,SSH-Bruteforce,Benign,1,0
10.3.1.214,10.3.2.38,52730,80,6,19,1787885187282,SSH-Bruteforce,Benign,1,0
10.3.1.214,10.3.2.38,52732,80,6,19,1787885187292,SSH-Bruteforce,Benign,1,0
10.3.1.214,10.3.2.38,52746,80,6,19,1787885187306,SSH-Bruteforce,Benign,1,0
10.3.1.214,10.3.2.38,52752,80,6,19,1787885187322,SSH-Bruteforce,Benign,1,0
10.3.1.214,10.3.2.38,52758,80,6,20,1787885187333,SSH-Bruteforce,Benign,1,0
10.3.1.214,10.3.2.38,52770,80,6,19,1787885187342,SSH-Bruteforce,Benign,1,0
10.3.1.214,10.3.2.38,52780,80,6,19,1787885187357,SSH-Bruteforce,Benign,1,0
10.3.1.214,10.3.2.38,52782,80,6,19,1787885187371,SSH-Bruteforce,Benign,1,0
10.3.1.214,10.3.2.38,52784,80,6,20,1787885187378,SSH-Bruteforce,Benign,1,0
10.3.1.214,10.3.2.38,52786,80,6,19,1787885187393,SSH-Bruteforce,Benign,1,0
10.3.1.214,10.3.2.38,52792,80,6,20,1787885187400,SSH-Bruteforce,Benign,1,0
10.3.1.214,10.3.2.38,52808,80,6,19,1787885187411,SSH-Bruteforce,Benign,1,0
10.3.1.214,10.3.2.38,52822,80,6,19,1787885187420,SSH-Bruteforce,Benign,1,0
10.3.1.214,10.3.2.38,52828,80,6,19,1787885187431,SSH-Bruteforce,Benign,1,0
10.3.1.214,10.3.2.38,52834,80,6,33,1787885187437,SSH-Bruteforce,DoS attacks-Slowloris,1,1
10.3.1.214,10.3.2.38,52846,80,6,20,1787885187444,SSH-Bruteforce,Benign,1,0
10.3.1.214,10.3.2.38,52850,80,6,20,1787885187451,SSH-Bruteforce,Benign,1,0
10.3.1.214,10.3.2.38,52854,80,6,19,1787885187463,SSH-Bruteforce,Benign,1,0
10.3.1.214,10.3.2.38,52862,80,6,19,1787885187473,SSH-Bruteforce,Benign,1,0
10.3.1.214,10.3.2.38,52864,80,6,20,1787885187483,SSH-Bruteforce,Benign,1,0
10.3.1.214,10.3.2.38,52870,80,6,19,1787885187492,SSH-Bruteforce,Benign,1,0
10.3.1.214,10.3.2.38,52874,80,6,35,1787885187507,SSH-Bruteforce,DoS attacks-Slowloris,1,1
10.3.1.214,10.3.2.38,52888,80,6,19,1787885187517,SSH-Bruteforce,Benign,1,0
10.3.1.214,10.3.2.38,52894,80,6,20,1787885187525,SSH-Bruteforce,Benign,1,0
10.3.1.214,10.3.2.38,52908,80,6,19,1787885187536,SSH-Bruteforce,Benign,1,0
10.3.1.214,10.3.2.38,52916,80,6,20,1787885187548,SSH-Bruteforce,Benign,1,0
10.3.1.214,10.3.2.38,52930,80,6,20,1787885187560,SSH-Bruteforce,Benign,1,0
10.3.1.214,10.3.2.38,52944,80,6,20,1787885187573,SSH-Bruteforce,Benign,1,0
10.3.1.214,10.3.2.38,52954,80,6,19,1787885187584,SSH-Bruteforce,Benign,1,0
10.3.1.214,10.3.2.38,52960,80,6,20,1787885187595,SSH-Bruteforce,Benign,1,0
10.3.1.214,10.3.2.38,52976,80,6,34,1787885187609,SSH-Bruteforce,DoS attacks-Slowloris,1,1
10.3.1.214,10.3.2.38,52984,80,6,20,1787885187618,SSH-Bruteforce,Benign,1,0
10.3.1.214,10.3.2.38,52986,80,6,20,1787885187632,SSH-Bruteforce,Benign,1,0
10.3.1.214,10.3.2.38,52992,80,6,19,1787885187641,SSH-Bruteforce,Benign,1,0
10.3.1.214,10.3.2.38,52998,80,6,20,1787885187651,SSH-Bruteforce,Benign,1,0
10.3.1.214,10.3.2.38,53006,80,6,20,1787885187662,SSH-Bruteforce,Benign,1,0
10.3.1.214,10.3.2.38,53010,80,6,19,1787885187675,SSH-Bruteforce,Benign,1,0
10.3.1.214,10.3.2.38,53014,80,6,34,1787885187686,SSH-Bruteforce,DoS attacks-Slowloris,1,1
10.3.1.214,10.3.2.38,53022,80,6,20,1787885187697,SSH-Bruteforce,Benign,1,0
10.3.1.214,10.3.2.38,53036,80,6,20,1787885187705,SSH-Bruteforce,Benign,1,0
10.3.1.214,10.3.2.38,53046,80,6,19,1787885187716,SSH-Bruteforce,Benign,1,0
10.3.1.214,10.3.2.38,53060,80,6,33,1787885187727,SSH-Bruteforce,DoS attacks-Slowloris,1,1
10.3.1.214,10.3.2.38,53070,80,6,20,1787885187737,SSH-Bruteforce,Benign,1,0
10.3.1.214,10.3.2.38,53084,80,6,19,1787885187747,SSH-Bruteforce,Benign,1,0
10.3.1.214,10.3.2.38,53092,80,6,20,1787885187756,SSH-Bruteforce,Benign,1,0
10.3.1.214,10.3.2.38,53102,80,6,19,1787885187762,SSH-Bruteforce,Benign,1,0
10.3.1.214,10.3.2.38,53106,80,6,34,1787885187773,SSH-Bruteforce,DoS attacks-Slowloris,1,1
10.3.1.214,10.3.2.38,53122,80,6,33,1787885187787,SSH-Bruteforce,DoS attacks-Slowloris,1,1
10.3.1.214,10.3.2.38,53124,80,6,20,1787885187798,SSH-Bruteforce,Benign,1,0
10.3.1.214,10.3.2.38,53132,80,6,19,1787885187812,SSH-Bruteforce,Benign,1,0
10.3.1.214,10.3.2.38,53142,80,6,19,1787885187825,SSH-Bruteforce,Benign,1,0
10.3.1.214,10.3.2.38,53146,80,6,19,1787885187831,SSH-Bruteforce,Benign,1,0
10.3.1.214,10.3.2.38,53154,80,6,20,1787885187839,SSH-Bruteforce,Benign,1,0
10.3.1.214,10.3.2.38,53158,80,6,19,1787885187853,SSH-Bruteforce,Benign,1,0
10.3.1.214,10.3.2.38,53174,80,6,19,1787885187862,SSH-Bruteforce,Benign,1,0
10.3.1.214,10.3.2.38,53176,80,6,34,1787885187873,SSH-Bruteforce,DoS attacks-Slowloris,1,1
10.3.1.214,10.3.2.38,53178,80,6,19,1787885187886,SSH-Bruteforce,Benign,1,0
10.3.1.214,10.3.2.38,53192,80,6,19,1787885187900,SSH-Bruteforce,Benign,1,0
10.3.1.214,10.3.2.38,53202,80,6,20,1787885187913,SSH-Bruteforce,Benign,1,0
10.3.1.214,10.3.2.38,53212,80,6,20,1787885187921,SSH-Bruteforce,Benign,1,0
10.3.1.214,10.3.2.38,53216,80,6,20,1787885187928,SSH-Bruteforce,Benign,1,0
10.3.1.214,10.3.2.38,53226,80,6,19,1787885187937,SSH-Bruteforce,Benign,1,0
10.3.1.214,10.3.2.38,53240,80,6,19,1787885187942,SSH-Bruteforce,Benign,1,0
10.3.1.214,10.3.2.38,53252,80,6,19,1787885187956,SSH-Bruteforce,Benign,1,0
10.3.1.214,10.3.2.38,53264,80,6,19,1787885187968,SSH-Bruteforce,Benign,1,0
10.3.1.214,10.3.2.38,53272,80,6,34,1787885187980,SSH-Bruteforce,DoS attacks-Slowloris,1,1
10.3.1.214,10.3.2.38,53282,80,6,34,1787885187988,SSH-Bruteforce,DoS attacks-Slowloris,1,1
10.3.1.214,10.3.2.38,53294,80,6,20,1787885188003,SSH-Bruteforce,Benign,1,0
10.3.1.214,10.3.2.38,53302,80,6,19,1787885188013,SSH-Bruteforce,Benign,1,0
10.3.1.214,10.3.2.38,53306,80,6,19,1787885188026,SSH-Bruteforce,Benign,1,0
10.3.1.214,10.3.2.38,53316,80,6,19,1787885188033,SSH-Bruteforce,Benign,1,0
10.3.1.214,10.3.2.38,53322,80,6,33,1787885188041,SSH-Bruteforce,DoS attacks-Slowloris,1,1
10.3.1.214,10.3.2.38,53338,80,6,19,1787885188052,SSH-Bruteforce,Benign,1,0
10.3.1.214,10.3.2.38,53346,80,6,34,1787885188064,SSH-Bruteforce,DoS attacks-Slowloris,1,1
10.3.1.214,10.3.2.38,53352,80,6,20,1787885188072,SSH-Bruteforce,Benign,1,0
10.3.1.214,10.3.2.38,53360,80,6,20,1787885188086,SSH-Bruteforce,Benign,1,0
10.3.1.214,10.3.2.38,53376,80,6,20,1787885188096,SSH-Bruteforce,Benign,1,0
10.3.1.214,10.3.2.38,53390,80,6,20,1787885188106,SSH-Bruteforce,Benign,1,0
10.3.1.214,10.3.2.38,53398,80,6,19,1787885188115,SSH-Bruteforce,Benign,1,0
10.3.1.214,10.3.2.38,53400,80,6,34,1787885188123,SSH-Bruteforce,DoS attacks-Slowloris,1,1
10.3.1.214,10.3.2.38,53406,80,6,33,1787885188130,SSH-Bruteforce,DoS attacks-Slowloris,1,1
10.3.1.214,10.3.2.38,53410,80,6,19,1787885188138,SSH-Bruteforce,Benign,1,0
10.3.1.214,10.3.2.38,53424,80,6,20,1787885188150,SSH-Bruteforce,Benign,1,0
10.3.1.214,10.3.2.38,53432,80,6,19,1787885188155,SSH-Bruteforce,Benign,1,0
10.3.1.214,10.3.2.38,53448,80,6,19,1787885188170,SSH-Bruteforce,Benign,1,0
10.3.1.214,10.3.2.38,53456,80,6,19,1787885188185,SSH-Bruteforce,Benign,1,0
10.3.1.214,10.3.2.38,53462,80,6,20,1787885188192,SSH-Bruteforce,Benign,1,0
10.3.1.214,10.3.2.38,53470,80,6,19,1787885188200,SSH-Bruteforce,Benign,1,0
10.3.1.214,10.3.2.38,53484,80,6,20,1787885188210,SSH-Bruteforce,Benign,1,0
10.3.1.214,10.3.2.38,53494,80,6,34,1787885188223,SSH-Bruteforce,DoS attacks-Slowloris,1,1
10.3.1.214,10.3.2.38,53506,80,6,20,1787885188235,SSH-Bruteforce,Benign,1,0
10.3.1.214,10.3.2.38,53514,80,6,19,1787885188247,SSH-Bruteforce,Benign,1,0
10.3.1.214,10.3.2.38,53526,80,6,33,1787885188262,SSH-Bruteforce,DoS attacks-Slowloris,1,1
10.3.1.214,10.3.2.38,53530,80,6,19,1787885188270,SSH-Bruteforce,Benign,1,0
10.3.1.214,10.3.2.38,53544,80,6,33,1787885188276,SSH-Bruteforce,DoS attacks-Slowloris,1,1
10.3.1.214,10.3.2.38,53560,80,6,19,1787885188286,SSH-Bruteforce,Benign,1,0
10.3.1.214,10.3.2.38,53566,80,6,19,1787885188300,SSH-Bruteforce,Benign,1,0
10.3.1.214,10.3.2.38,53580,80,6,20,1787885188305,SSH-Bruteforce,Benign,1,0
10.3.1.214,10.3.2.38,53596,80,6,20,1787885188320,SSH-Bruteforce,Benign,1,0
10.3.1.214,10.3.2.38,53606,80,6,35,1787885188329,SSH-Bruteforce,DoS attacks-Slowloris,1,1
10.3.1.214,10.3.2.38,53612,80,6,19,1787885188337,SSH-Bruteforce,Benign,1,0
10.3.1.214,10.3.2.38,53616,80,6,20,1787885188349,SSH-Bruteforce,Benign,1,0
10.3.1.214,10.3.2.38,53624,80,6,19,1787885188364,SSH-Bruteforce,Benign,1,0
10.3.1.214,10.3.2.38,53634,80,6,19,1787885188372,SSH-Bruteforce,Benign,1,0
10.3.1.214,10.3.2.38,53646,80,6,19,1787885188385,SSH-Bruteforce,Benign,1,0
10.3.1.214,10.3.2.38,53648,80,6,34,1787885188393,SSH-Bruteforce,DoS attacks-Slowloris,1,1
10.3.1.214,10.3.2.38,53660,80,6,34,1787885188407,SSH-Bruteforce,DoS attacks-Slowloris,1,1
10.3.1.214,10.3.2.38,53666,80,6,20,1787885188422,SSH-Bruteforce,Benign,1,0
10.3.1.214,10.3.2.38,53672,80,6,20,1787885188433,SSH-Bruteforce,Benign,1,0
10.3.1.214,10.3.2.38,53676,80,6,20,1787885188442,SSH-Bruteforce,Benign,1,0
10.3.1.214,10.3.2.38,53686,80,6,33,1787885188449,SSH-Bruteforce,DoS attacks-Slowloris,1,1
10.3.1.214,10.3.2.38,53692,80,6,20,1787885188464,SSH-Bruteforce,Benign,1,0
10.3.1.214,10.3.2.38,53700,80,6,19,1787885188471,SSH-Bruteforce,Benign,1,0
10.3.1.214,10.3.2.38,53704,80,6,20,1787885188485,SSH-Bruteforce,Benign,1,0
10.3.1.214,10.3.2.38,53712,80,6,35,1787885188492,SSH-Bruteforce,DoS attacks-Slowloris,1,1
10.3.1.214,10.3.2.38,53726,80,6,19,1787885188504,SSH-Bruteforce,Benign,1,0
10.3.1.214,10.3.2.38,53738,80,6,20,1787885188517,SSH-Bruteforce,Benign,1,0
10.3.1.214,10.3.2.38,53750,80,6,20,1787885188528,SSH-Bruteforce,Benign,1,0
10.3.1.214,10.3.2.38,53764,80,6,20,1787885188536,SSH-Bruteforce,Benign,1,0
10.3.1.214,10.3.2.38,53778,80,6,19,1787885188547,SSH-Bruteforce,Benign,1,0
10.3.1.214,10.3.2.38,53786,80,6,20,1787885188561,SSH-Bruteforce,Benign,1,0
10.3.1.214,10.3.2.38,53790,80,6,35,1787885188568,SSH-Bruteforce,DoS attacks-Slowloris,1,1
10.3.1.214,10.3.2.38,53802,80,6,34,1787885188580,SSH-Bruteforce,DoS attacks-Slowloris,1,1
10.3.1.214,10.3.2.38,53812,80,6,19,1787885188586,SSH-Bruteforce,Benign,1,0
10.3.1.214,10.3.2.38,53818,80,6,20,1787885188594,SSH-Bruteforce,Benign,1,0
10.3.1.214,10.3.2.38,53834,80,6,19,1787885188600,SSH-Bruteforce,Benign,1,0
10.3.1.214,10.3.2.38,53840,80,6,19,1787885188607,SSH-Bruteforce,Benign,1,0
10.3.1.214,10.3.2.38,53852,80,6,20,1787885188620,SSH-Bruteforce,Benign,1,0
10.3.1.214,10.3.2.38,53858,80,6,19,1787885188630,SSH-Bruteforce,Benign,1,0
10.3.1.214,10.3.2.38,53866,80,6,20,1787885188643,SSH-Bruteforce,Benign,1,0
10.3.1.214,10.3.2.38,53872,80,6,19,1787885188650,SSH-Bruteforce,Benign,1,0
10.3.1.214,10.3.2.38,53884,80,6,19,1787885188659,SSH-Bruteforce,Benign,1,0
10.3.1.214,10.3.2.38,53898,80,6,19,1787885188670,SSH-Bruteforce,Benign,1,0
10.3.1.214,10.3.2.38,53912,80,6,19,1787885188683,SSH-Bruteforce,Benign,1,0
10.3.1.214,10.3.2.38,53922,80,6,34,1787885188692,SSH-Bruteforce,DoS attacks-Slowloris,1,1
10.3.1.214,10.3.2.38,53930,80,6,20,1787885188704,SSH-Bruteforce,Benign,1,0
10.3.1.214,10.3.2.38,53944,80,6,20,1787885188715,SSH-Bruteforce,Benign,1,0
10.3.1.214,10.3.2.38,53956,80,6,19,1787885188729,SSH-Bruteforce,Benign,1,0
10.3.1.214,10.3.2.38,53966,80,6,32,1787885188741,SSH-Bruteforce,DoS attacks-Slowloris,1,1
10.3.1.214,10.3.2.38,53972,80,6,17,1787885188749,SSH-Bruteforce,DoS attacks-Slowloris,1,1
10.3.2.38,169.254.169.254,39886,80,6,10,1787885199553,Benign,Benign,0,0
10.3.2.38,169.254.169.254,39888,80,6,10,1787885199564,Benign,Benign,0,0
10.3.2.38,169.254.169.254,39904,80,6,10,1787885199575,Benign,Benign,0,0
10.3.2.38,169.254.169.254,39920,80,6,10,1787885199588,Benign,Benign,0,0
10.3.2.38,169.254.169.254,39926,80,6,10,1787885199598,Benign,Benign,0,0
10.3.2.38,169.254.169.254,39942,80,6,10,1787885199612,Benign,Benign,0,0
10.3.1.214,10.3.2.38,52816,80,6,14,1787885263830,SSH-Bruteforce,DoS attacks-Slowloris,1,1
10.3.1.214,10.3.2.38,52820,80,6,15,1787885263843,SSH-Bruteforce,DoS attacks-Slowloris,1,1
10.3.1.214,10.3.2.38,52868,80,6,15,1787885263895,SSH-Bruteforce,DoS attacks-Slowloris,1,1
10.3.1.214,10.3.2.38,52884,80,6,15,1787885263919,SSH-Bruteforce,DoS attacks-Slowloris,1,1
10.3.1.214,10.3.2.38,52892,80,6,15,1787885263928,SSH-Bruteforce,DoS attacks-Slowloris,1,1
10.3.1.214,10.3.2.38,52904,80,6,15,1787885263937,SSH-Bruteforce,DoS attacks-Slowloris,1,1
10.3.1.214,10.3.2.38,52918,80,6,15,1787885263943,SSH-Bruteforce,DoS attacks-Slowloris,1,1
10.3.1.214,10.3.2.38,52926,80,6,15,1787885263957,SSH-Bruteforce,DoS attacks-Slowloris,1,1
10.3.1.214,10.3.2.38,52932,80,6,15,1787885263968,SSH-Bruteforce,DoS attacks-Slowloris,1,1
10.3.1.214,10.3.2.38,52948,80,6,15,1787885263980,SSH-Bruteforce,DoS attacks-Slowloris,1,1
10.3.1.214,10.3.2.38,52952,80,6,15,1787885263991,SSH-Bruteforce,DoS attacks-Slowloris,1,1
10.3.1.214,10.3.2.38,52958,80,6,14,1787885264006,SSH-Bruteforce,DoS attacks-Slowloris,1,1
10.3.1.214,10.3.2.38,52966,80,6,15,1787885264019,SSH-Bruteforce,DoS attacks-Slowloris,1,1
10.3.1.214,10.3.2.38,52990,80,6,15,1787885264041,SSH-Bruteforce,DoS attacks-Slowloris,1,1
10.3.1.214,10.3.2.38,53002,80,6,14,1787885264052,SSH-Bruteforce,DoS attacks-Slowloris,1,1
10.3.1.214,10.3.2.38,53004,80,6,14,1787885264062,SSH-Bruteforce,DoS attacks-Slowloris,1,1
10.3.1.214,10.3.2.38,53018,80,6,15,1787885264086,SSH-Bruteforce,DoS attacks-Slowloris,1,1
10.3.1.214,10.3.2.38,53034,80,6,14,1787885264095,SSH-Bruteforce,DoS attacks-Slowloris,1,1
10.3.1.214,10.3.2.38,53050,80,6,14,1787885264106,SSH-Bruteforce,DoS attacks-Slowloris,1,1
10.3.1.214,10.3.2.38,53052,80,6,14,1787885264112,SSH-Bruteforce,DoS attacks-Slowloris,1,1
10.3.1.214,10.3.2.38,53058,80,6,14,1787885264118,SSH-Bruteforce,DoS attacks-Slowloris,1,1
10.3.1.214,10.3.2.38,53074,80,6,15,1787885264138,SSH-Bruteforce,DoS attacks-Slowloris,1,1
10.3.1.214,10.3.2.38,53090,80,6,14,1787885264147,SSH-Bruteforce,DoS attacks-Slowloris,1,1
10.3.1.214,10.3.2.38,53138,80,6,15,1787885264183,SSH-Bruteforce,DoS attacks-Slowloris,1,1
10.3.1.214,10.3.2.38,53144,80,6,15,1787885264197,SSH-Bruteforce,DoS attacks-Slowloris,1,1
10.3.1.214,10.3.2.38,53152,80,6,15,1787885264206,SSH-Bruteforce,DoS attacks-Slowloris,1,1
10.3.1.214,10.3.2.38,53160,80,6,14,1787885264214,SSH-Bruteforce,DoS attacks-Slowloris,1,1
10.3.1.214,10.3.2.38,53168,80,6,15,1787885264224,SSH-Bruteforce,DoS attacks-Slowloris,1,1
10.3.1.214,10.3.2.38,53172,80,6,15,1787885264231,SSH-Bruteforce,DoS attacks-Slowloris,1,1
10.3.1.214,10.3.2.38,53188,80,6,14,1787885264256,SSH-Bruteforce,DoS attacks-Slowloris,1,1
10.3.1.214,10.3.2.38,53204,80,6,15,1787885264263,SSH-Bruteforce,DoS attacks-Slowloris,1,1
10.3.1.214,10.3.2.38,53214,80,6,14,1787885264275,SSH-Bruteforce,DoS attacks-Slowloris,1,1
10.3.1.214,10.3.2.38,53222,80,6,14,1787885264285,SSH-Bruteforce,DoS attacks-Slowloris,1,1
10.3.1.214,10.3.2.38,53224,80,6,14,1787885264299,SSH-Bruteforce,DoS attacks-Slowloris,1,1
10.3.1.214,10.3.2.38,53236,80,6,15,1787885264310,SSH-Bruteforce,DoS attacks-Slowloris,1,1
10.3.1.214,10.3.2.38,53244,80,6,14,1787885264325,SSH-Bruteforce,DoS attacks-Slowloris,1,1
10.3.1.214,10.3.2.38,53256,80,6,15,1787885264335,SSH-Bruteforce,DoS attacks-Slowloris,1,1
10.3.1.214,10.3.2.38,53268,80,6,14,1787885264344,SSH-Bruteforce,DoS attacks-Slowloris,1,1
10.3.1.214,10.3.2.38,53296,80,6,15,1787885264374,SSH-Bruteforce,DoS attacks-Slowloris,1,1
10.3.1.214,10.3.2.38,53312,80,6,14,1787885264386,SSH-Bruteforce,DoS attacks-Slowloris,1,1
10.3.1.214,10.3.2.38,53320,80,6,14,1787885264394,SSH-Bruteforce,DoS attacks-Slowloris,1,1
10.3.1.214,10.3.2.38,53330,80,6,14,1787885264415,SSH-Bruteforce,DoS attacks-Slowloris,1,1
10.3.1.214,10.3.2.38,53356,80,6,14,1787885264439,SSH-Bruteforce,DoS attacks-Slowloris,1,1
10.3.1.214,10.3.2.38,53364,80,6,15,1787885264445,SSH-Bruteforce,DoS attacks-Slowloris,1,1
10.3.1.214,10.3.2.38,53378,80,6,15,1787885264451,SSH-Bruteforce,DoS attacks-Slowloris,1,1
10.3.1.214,10.3.2.38,53384,80,6,15,1787885264462,SSH-Bruteforce,DoS attacks-Slowloris,1,1
